vendor,name,spec,price,image_url,category,검색_쿼리,추정_인터넷총가,표본수,상태,최저가_링크,군마트가격(원),군마트_추출용량(g/ml),할인율(%)
(주)드림오피스,규격(170355)클리어화일40매(녹색),40매,"1,470원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35020&type=1,생활용품,드림오피스 규격 170355 클리어화일40매 녹색,,0,Cache Miss,,1470,,
(주)드림오피스,규격(170355)클리어화일40매(청색),40매,"1,470원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35022&type=1,생활용품,드림오피스 규격 170355 클리어화일40매 청색,,0,Cache Miss,,1470,,
(주)드림오피스,클리어화일40매(흑색),40매/275g,"1,470원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30280&type=1,생활용품,드림오피스 클리어화일40매 흑색 40매/275g,,0,Capacity Parse Failed,,1470,275.0,
(주) 용생,스프링노트,260*190mm,"2,940원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6698&type=1,생활용품,용생 스프링노트 260*190mm,,0,Cache Miss,,2940,,
(주)동원에프앤비,참치살코기,150g,"2,290원",https://www.welfare.mil.kr/shop/imgView.do?p_code=2972&type=1,식품,동원에프앤비 참치살코기 150g,23949.99999999999,20,Success,https://search.shopping.naver.com/catalog/54541654536,2290,150.0,90.4
(주)나우코퍼레이션,규격(150022)나우스포츠쿨맥스티115,115,"13,810원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36334&type=1,의류/군수품,나우코퍼레이션 규격 150022 나우스포츠쿨맥스티115,,0,Cache Miss,,13810,,
(주)나우코퍼레이션,규격(150022)나우스포츠쿨맥스티115(공군),115,"13,810원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36332&type=1,의류/군수품,나우코퍼레이션 규격 150022 나우스포츠쿨맥스티115 공군,,0,Cache Miss,,13810,,
(주)나우코퍼레이션,규격(110099)스포츠런닝115,115,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36336&type=1,의류/군수품,나우코퍼레이션 규격 110099 스포츠런닝115,,0,Cache Miss,,7480,,
(주)나우코퍼레이션,규격(110099)스포츠런닝110,110,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36338&type=1,스포츠/레저,나우코퍼레이션 규격 110099 스포츠런닝110,,0,Cache Miss,,7480,,
(주)댑코리아,규격(240044)AIR MESH 로카티GMR9044BK(90),90,"10,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36344&type=1,의류/군수품,댑코리아 규격 240044 AIR MESH 로카티GMR9044BK 90,,0,Cache Miss,,10100,,
(주)댑코리아,규격(240044)AIR MESH 로카티GMR9044BK(110),110,"10,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36346&type=1,의류/군수품,댑코리아 규격 240044 AIR MESH 로카티GMR9044BK 110,,0,Cache Miss,,10100,,
(주)댑코리아,규격(240048)여퓨징드로즈GPT9102LB(100),100,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36348&type=1,의류/군수품,댑코리아 규격 240048 여퓨징드로즈GPT9102LB 100,,0,Capacity Parse Failed,,8090,9102000.0,
(주)댑코리아,규격(240048)여퓨징드로즈GPT9102LB(95),95,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36350&type=1,의류/군수품,댑코리아 규격 240048 여퓨징드로즈GPT9102LB 95,,0,Capacity Parse Failed,,8090,9102000.0,
(주)댑코리아,규격(240043)매쉬드로즈GMP9009BK(105),105,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36360&type=1,의류/군수품,댑코리아 규격 240043 매쉬드로즈GMP9009BK 105,,0,Cache Miss,,7070,,
(주)댑코리아,규격(240043)매쉬드로즈GMP9009BK(110),110,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36358&type=1,의류/군수품,댑코리아 규격 240043 매쉬드로즈GMP9009BK 110,,0,Cache Miss,,7070,,
(주)댑코리아,규격(240043)매쉬드로즈GMP9009BK(95),95,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36362&type=1,의류/군수품,댑코리아 규격 240043 매쉬드로즈GMP9009BK 95,,0,Cache Miss,,7070,,
(주)댑코리아,규격(240044)AIR MESH 로카티GMR9044BK(105),105,"10,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36364&type=1,의류/군수품,댑코리아 규격 240044 AIR MESH 로카티GMR9044BK 105,,0,Cache Miss,,10100,,
(주)댑코리아,규격(240044)AIR MESH 로카티GMR9044BK(95),95,"10,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36366&type=1,의류/군수품,댑코리아 규격 240044 AIR MESH 로카티GMR9044BK 95,,0,Cache Miss,,10100,,
(주)댑코리아,규격(240046)자외선차단 쿨토시ZSTO0169(free/gk),free/gk,"2,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36374&type=1,스포츠/레저,댑코리아 규격 240046 자외선차단 쿨토시ZSTO0169 free/gk,,0,Cache Miss,,2970,,
(주)댑코리아,규격(240046)자외선차단 쿨토시ZSTO0169(free/LB),free/LB,"2,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36372&type=1,의류/군수품,댑코리아 규격 240046 자외선차단 쿨토시ZSTO0169 free/LB,,0,Cache Miss,,2970,,
(주)댑코리아,규격(240046)자외선차단 쿨토시ZSTO0169(free/wh),free/wh,"2,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36376&type=1,스포츠/레저,댑코리아 규격 240046 자외선차단 쿨토시ZSTO0169 free/wh,,0,Cache Miss,,2970,,
주식회사나음케어,규격(240354)리앤웰 미세먼지 평면마스크(흰색),흰색/7매입,"1,010원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36396&type=1,미용/위생,나음케어 규격 240354 리앤웰 미세먼지 평면마스크 흰색 흰색/7매입,,0,Cache Miss,,1010,,
(주)댑코리아,자외선차단 쿨토시ZSTO0169,free/bk,"2,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34574&type=1,스포츠/레저,댑코리아 자외선차단 쿨토시ZSTO0169 free/bk,,0,Cache Miss,,2970,,
(주)삼신,테이크아웃종이컵,390ml,"1,140원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34664&type=1,생활용품,삼신 테이크아웃종이컵 390ml,44460.0,19,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4294129279&sub-id=1003&service-code=10000003&lcd=100000074,1140,390.0,97.4
주식회사 엑토,비트 마사지 건 HMS-12,5v1a/12000mah,"25,880원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34654&type=1,전자,엑토 비트 마사지 건 HMS-12 5v1a/12000mah,,0,Cache Miss,,25880,,
(주)와이어트,닥터포헤어 폴리젠플러스샴푸 500ml,500ml,"10,360원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34542&type=1,미용/위생,와이어트 닥터포헤어 폴리젠플러스샴푸 500ml,22720.0,20,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7770123520&ctag=7770123520&lptag=I20974511188&itemId=20974511188&vendorItemId=95130666708&spec=10305199,10360,500.0,54.4
주식회사 자연인,아이소이 장수진수분크림 70ml 기획,크림 70ml+ 앰플 10ml,"9,490원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34540&type=1,미용/위생,자연인 아이소이 장수진수분크림 70ml 기획 크림 70ml+ 앰플 10ml,33900.0,20,Success,https://smartstore.naver.com/main/products/13230593092,9490,70.0,72.0
(주)댑코리아,여퓨징드로즈GPT9102LB90,90/80g,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34538&type=1,의류/군수품,댑코리아 여퓨징드로즈GPT9102LB90 90/80g,,0,Capacity Parse Failed,,8090,80.0,
(주)매그니프,세이프 미 릴리프 모이스처 클렌징 폼,250ml,"5,290원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34554&type=1,미용/위생,매그니프 세이프 미 릴리프 모이스처 클렌징 폼 250ml,35280.0,19,Success,https://smartstore.naver.com/main/products/10243702161,5290,250.0,85.0
에스네이처,에스네이처 아쿠아 스쿠알란 수분크림,60ml+30ml,"7,370원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34524&type=1,미용/위생,에스네이처 에스네이처 아쿠아 스쿠알란 수분크림 60ml+30ml,15960.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=F519534016&sub-id=1&service-code=10000003,7370,60.0,53.8
크린랩,크린지퍼백(대),25cmx30cmx20매,"2,570원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34552&type=1,생활용품,크린랩 크린지퍼백 대 25cmx30cmx20매,,0,Cache Miss,,2570,,
탐라엔씨,라이트펜(반디),14*1.7*1.7,"2,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6722&type=1,생활용품,탐라엔씨 라이트펜 반디 14*1.7*1.7,,0,Cache Miss,,2100,,
KT&G,더원임팩트(해외파병용)(121176),84mm 20개비,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32344&type=1,담배,KT&G 더원임팩트 해외파병용 121176 84mm 20개비,,0,Cache Miss,,790,,
KT&G,에쎄체인지업(면세),100mm 20개비,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32340&type=1,담배,KT&G 에쎄체인지업 면세 100mm 20개비,,0,Cache Miss,,790,,
KT&G,에쎄 히말라야(면세),100mm 20개비,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32342&type=1,담배,KT&G 에쎄 히말라야 면세 100mm 20개비,,0,Cache Miss,,790,,
KT&G,에쎄 히말라야,100mm 20개비,"4,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30326&type=1,담배,KT&G 에쎄 히말라야 100mm 20개비,,0,Cache Miss,,4500,,
KT&G,레종 휘바(해외파병용)(180840),84mm 20개비,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32346&type=1,담배,KT&G 레종 휘바 해외파병용 180840 84mm 20개비,,0,Cache Miss,,790,,
KT&G,보헴시가 넘버3,84mm 20개비,"4,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30338&type=1,담배,KT&G 보헴시가 넘버3 84mm 20개비,,0,Cache Miss,,4500,,
KT&G,레종 프렌치블랙(면세),84mm 20개비,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32350&type=1,담배,KT&G 레종 프렌치블랙 면세 84mm 20개비,,0,Cache Miss,,790,,
KT&G,레종 프렌치요고(면세),84mm 20개비,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32348&type=1,담배,KT&G 레종 프렌치요고 면세 84mm 20개비,,0,Cache Miss,,790,,
한국필립모리스(주),말보로 골드 오리지널,85mm 20개비,"4,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30348&type=1,담배,한국필립모리스 말보로 골드 오리지널 85mm 20개비,,0,Cache Miss,,4500,,
KT&G,에쎄체인지1mg(면세),100/초슬림 20개입,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32352&type=1,담배,KT&G 에쎄체인지1mg 면세 100/초슬림 20개입,,0,Cache Miss,,790,,
KT&G,에쎄체인지1mg,100mm 20개입,"4,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30354&type=1,담배,KT&G 에쎄체인지1mg 100mm 20개입,,0,Cache Miss,,4500,,
KT&G,보헴시가넘버1(면세),84mm20개입,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6784&type=1,담배,KT&G 보헴시가넘버1 면세 84mm20개입,,0,Cache Miss,,790,,
KT&G,보헴시가넘버6(면세),84mm20개입,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6782&type=1,담배,KT&G 보헴시가넘버6 면세 84mm20개입,,0,Cache Miss,,790,,
KT&G,레종블루(면세),84mm20개입,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6786&type=1,담배,KT&G 레종블루 면세 84mm20개입,,0,Cache Miss,,790,,
KT&G,디스플러스(면세),84mm20개입,450원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6790&type=1,담배,KT&G 디스플러스 면세 84mm20개입,,0,Cache Miss,,450,,
KT&G,보헴시가넘버6,84mm,"4,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6810&type=1,담배,KT&G 보헴시가넘버6 84mm,,0,Cache Miss,,4500,,
피앤더블유인터네셔널,에멜시 차량용 방향제 170ml 헤븐리오션,170ml,"8,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34682&type=1,생활용품,피앤더블유인터네셔널 에멜시 차량용 방향제 170ml 헤븐리오션,39508.0,16,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=5143931646&ctag=5143931646&lptag=I7057703893&itemId=7057703893&vendorItemId=74349819820&spec=10305197,8970,170.0,77.3
(주)엘지생활건강,(영외)프로폴리테라 안티에이징케어 트리트먼트,300ml,"7,370원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34494&type=1,미용/위생,엘지생활건강 영외 프로폴리테라 안티에이징케어 트리트먼트 300ml,15000.0,20,Success,https://smartstore.naver.com/main/products/12098382301,7370,300.0,50.9
(주)고운세상코스메틱,닥터지 로얄 블랙스네일 크림 기획,50ml+15ml,"10,320원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34522&type=1,미용/위생,고운세상코스메틱 닥터지 로얄 블랙스네일 크림 기획 50ml+15ml,34370.0,1,Low Sample,https://link.gmarket.co.kr/gate/pcs?item-no=4672087269&sub-id=1003&service-code=10000003&lcd=100000005,10320,50.0,70.0
(주)카버코리아,AHC H멜라루트크림스페셜기획세트,50ml+10ml+화장솜20매,"14,940원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34742&type=1,미용/위생,카버코리아 AHC H멜라루트크림스페셜기획세트 50ml+10ml+화장솜20매,18980.0,1,Low Sample,https://smartstore.naver.com/main/products/12365049187,14940,50.0,21.3
서린컴퍼니(주),라운드랩 1025 독도 클렌저,250ml,"5,430원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34544&type=1,미용/위생,서린컴퍼니 라운드랩 1025 독도 클렌저 250ml,18220.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6753257030&tid=1000000061,5430,250.0,70.2
아모레 퍼시픽,스킨유 이노센트 컴포티우디 샤워젤,500g,"6,730원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34570&type=1,미용/위생,아모레 퍼시픽 스킨유 이노센트 컴포티우디 샤워젤 500g,,0,Capacity Parse Failed,,6730,500.0,
한국피앤지판매(유),질레트 랩스 딥클렌징바 1UP,1up,"16,690원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34686&type=1,미용/위생,한국피앤지판매(유) 질레트 랩스 딥클렌징바 1UP 1up,,0,Cache Miss,,16690,,
서린컴퍼니(주),라운드랩 1025 독도 토너 대용량 기획,본품500ml+증정품100m,"9,220원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34576&type=1,미용/위생,서린컴퍼니 라운드랩 1025 독도 토너 대용량 기획 본품500ml+증정품100m,,0,Capacity Parse Failed,,9220,500.0,
애경산업(주),르샤트라드라이시트피오니부케,set/120매,"7,770원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34562&type=1,생활용품,애경산업 르샤트라드라이시트피오니부케 set/120매,,0,Cache Miss,,7770,,
동국제약(주),센텔리안24 마데카 옴므 올인원,125ml,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34518&type=1,미용/위생,동국제약 센텔리안24 마데카 옴므 올인원 125ml,23960.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4688159423&sub-id=1003&service-code=10000003&lcd=100000005,7070,125.0,70.5
㈜지피클럽,제이멜라홈인프랑스 에끌라라일락퍼퓸올인원캡슐세제,14g*30,"5,940원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34482&type=1,생활용품,㈜지피클럽 제이멜라홈인프랑스 에끌라라일락퍼퓸올인원캡슐세제 14g*30,432000.0000000001,6,Success,https://link.auction.co.kr/gate/pcs?item-no=E926505854&sub-id=1&service-code=10000003,5940,420.0,98.6
주식회사 씨엠에스랩,셀퓨전씨 어드밴스드 클리어 썬스크린 100 기획세트,35ml*2ea,"10,140원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34626&type=1,미용/위생,씨엠에스랩 셀퓨전씨 어드밴스드 클리어 썬스크린 100 기획세트 35ml*2ea,,0,Capacity Parse Failed,,10140,70.0,
크린랩,크린지퍼백 대용량(중),22cmx25cmx100매,"7,860원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34714&type=1,생활용품,크린랩 크린지퍼백 대용량 중 22cmx25cmx100매,,0,Cache Miss,,7860,,
(주)댑코리아,매쉬드로즈GMP9009BK100,100/178g,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34696&type=1,의류/군수품,댑코리아 매쉬드로즈GMP9009BK100 100/178g,,0,Capacity Parse Failed,,7070,178.0,
한국쓰리엠(주),3M 넥스케어 이지픽 블레미쉬 패치 릴리프,68매,"4,250원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34738&type=1,미용/위생,한국쓰리엠 3M 넥스케어 이지픽 블레미쉬 패치 릴리프 68매,,0,Cache Miss,,4250,,
파인투데이코리아(주),퍼펙트 휩 페이셜 워시 에이,120g,"5,020원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34526&type=1,미용/위생,파인투데이코리아 퍼펙트 휩 페이셜 워시 에이 120g,17565.0,10,Success,http://luckyjapan.co.kr/mall/view/goodsNo/1075951,5020,120.0,71.4
크린랩,크린종이호일 25*20,25cmx20m,"2,400원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34712&type=1,생활용품,크린랩 크린종이호일 25*20 25cmx20m,,0,Cache Miss,,2400,,
(주)도루코,도루코 PACE6 Style 면도날 4개입,면도날 4개입,"7,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34628&type=1,미용/위생,도루코 도루코 PACE6 Style 면도날 4개입,,0,Cache Miss,,7070,,
크린랩,크린장갑 50매,중 50매,"1,340원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34580&type=1,생활용품,크린랩 크린장갑 50매 중 50매,,0,Cache Miss,,1340,,
깨끗한나라(주),건강한 순수한면 대형 32P,32p,"4,350원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34662&type=1,미용/위생,깨끗한나라 건강한 순수한면 대형 32P 32p,,0,Cache Miss,,4350,,
주식회사 씨엠에스랩,셀퓨전씨 레이저 리쥬버네이션 크림 기획세트,50ml+20ml,"9,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34590&type=1,미용/위생,씨엠에스랩 셀퓨전씨 레이저 리쥬버네이션 크림 기획세트 50ml+20ml,,0,Capacity Parse Failed,,9210,50.0,
유한킴벌리,좋은느낌 울트라 날개 중형,36개입,"4,950원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34534&type=1,미용/위생,유한킴벌리 좋은느낌 울트라 날개 중형 36개입,,0,Cache Miss,,4950,,
서린컴퍼니(주),라운드랩 1025 독도 필링젤 기획,본품120ml+증정품20ml,"6,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34508&type=1,미용/위생,서린컴퍼니 라운드랩 1025 독도 필링젤 기획 본품120ml+증정품20ml,10370.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=E580260309&sub-id=1&service-code=10000003,6040,120.0,41.8
맨소래덤아시아퍼시픽(주),아크네스 클리어 앤 화이트 포밍워시,150ml,"3,690원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34698&type=1,미용/위생,맨소래덤아시아퍼시픽 아크네스 클리어 앤 화이트 포밍워시 150ml,24468.75,2,Low Sample,https://zigzag.kr/link/bridge?product_id=134769017&shop_id=32264&utm_source=shopping_naver_all&tab=recommendation,3690,150.0,84.9
